FloodIntensity,UnmetIrrDemand,UnmetHydroDemand,UnmetRecreationDemand,x1,x2,x3,Dominance
11.0516643361447,12.2613214289321,12.2613214289321,0.336544478793424,0.527414615317565,64.5654023675456,0.549818578404079,1
20.2909324495096,10.7195891941407,10.7195891941407,0.161761791024428,0.361747410274879,66.3889320801939,0,1
2.12178807792648,11.4011251121161,11.4011251121161,5.7335224399862,0.676406911274339,50.6160151807934,0.275988076075509,1
2.34324396735056,11.2555273042346,11.2555273042346,5.51985714569942,0.686168757610814,52.8424857967677,0.258303743348439,1
12.2336947237345,12.051663569664,12.051663569664,0.190415575094726,0.516616616966572,65.6293277367431,0.482697739670246,1
17.9056334516752,10.7634297379457,10.7634297379457,0.0827339134302226,0.45400346099679,67.4569668318028,0,1
12.5729106256918,12.1600199422787,12.1600199422787,0.160799655669099,0.51379457602786,66.2335470087084,0.530399869542288,1
11.7203323519725,12.0933565177784,12.0933565177784,0.237794035515343,0.520019853288077,65.28586494056,0.510400673343422,1
10.9145975002249,12.2369890734982,12.2369890734982,0.352844715815656,0.529016705081348,64.4655707167742,0.546080332787602,1
19.1647560119744,10.7826899526483,10.7826899526483,0.0533400583200664,0.445967653154205,68.8536411730563,0.00475912345756321,1
20.549403464962,10.7408680078743,10.7408680078743,0.0553404366352405,0.365479259572009,66.8383393219901,0.00257577529722797,1
5.13377321232689,11.2486970161979,11.2486970161979,2.31110741555467,0.610509220744664,56.8228855545166,0.187935230583799,1
10.9417128241647,12.2092350347778,12.2092350347778,0.350917777111446,0.527013332019676,64.5228219307157,0.54788363642147,1
3.74507103694444,11.1036368071257,11.1036368071257,3.59460790729019,0.651921098065846,55.6510485354874,0.15121452606069,1
2.52173970620248,11.3127507767777,11.3127507767777,5.18315302042963,0.679280589900044,52.9318353901136,0.276054202072765,1
13.0067749680036,12.2287250001622,12.2287250001622,0.159021672887672,0.509772999620476,66.3951817288829,0.528012282349892,1
12.4323638243725,12.1661421381154,12.1661421381154,0.169860041210402,0.514788278419188,66.1186825673111,0.534615735218865,1
20.0802495192578,10.7267560468953,10.7267560468953,0.0748970112138014,0.368909951076096,66.6177836626245,0.000360745984846759,1
2.84891198266501,11.1508979507061,11.1508979507061,4.67417919511908,0.661921179474525,52.9837117359241,0.165427609057978,1
8.58585872169518,11.3543466609788,11.3543466609788,0.831948703903965,0.56278703385241,61.0411797855899,0.206053815496854,1
11.3731149586883,11.9218884506621,11.9218884506621,0.261108612703937,0.528196737252657,65.2314541666047,0.462583789081075,1
