FloodIntensity,UnmetIrrDemand,UnmetHydroDemand,UnmetRecreationDemand,x1,x2,x3,Dominance
2.71409096761001,11.3064069856012,11.3064069856012,4.98692483118039,0.67806493209003,56.0697171472888,0.481690174186424,1
2.79225910562485,11.3834651052649,11.3834651052649,4.83493779557213,0.671926430670246,55.8730299500865,0.494455426348747,1
2.32378424601803,11.6308651624007,11.6308651624007,5.61826182224645,0.679934707475466,53.0662853795522,0.521424295139045,1
25.5317005239146,10.6832899792885,10.6832899792885,0,0.197342606935405,67.548306374658,0,1
24.5262313421366,10.5733660912291,10.5733660912291,0.156593363529601,0.194600348172585,64.7604381481439,0,1
19.4050984136358,10.7572132636205,10.7572132636205,0.428613483642588,0.252008906074345,60.2859765131486,0,1
21.8725179723292,10.7070670001995,10.7070670001995,0.154760935542719,0.209392570855449,64.2320322728445,0.00392808204726828,1
22.9049157457598,10.671997167068,10.671997167068,0.0567962764890279,0.206012789450115,65.053775945096,0,1
22.5139389002248,10.7310089806107,10.7310089806107,0.101413602365007,0.205282200687336,64.7362222136775,0.00550064790802044,1
22.0628753214685,10.650289688148,10.650289688148,0.235546474946853,0.194187029812124,64.7455094808644,0,1
22.0112596675943,10.6407285947311,10.6407285947311,0.326630305109868,0.231168312451155,63.8301408353026,0.00117309525525553,1
22.1445476884668,10.6690442944386,10.6690442944386,0.106343949717955,0.210064508550451,64.0975521732268,0,1
2.01948197524801,11.7339733136446,11.7339733136446,5.9076276457379,0.670759515462537,50,0.411082360898242,1
3.1247817159445,11.8628796445558,11.8628796445558,4.27620281968975,0.647021298473393,55.0220759934406,0.62847435501756,1
2.61455828435971,11.8774519141637,11.8774519141637,5.04625493863445,0.660665893045531,53.7717445398158,0.638663206594495,1
2.33844111305222,11.8492893253179,11.8492893253179,5.53939318961804,0.669805041326655,52.9610281145901,0.623975798099995,1
2.83475399603337,11.8089003210235,11.8089003210235,4.69518107684457,0.656423038617677,54.6513511511726,0.64473664279591,1
2.15096441953643,11.7954286496991,11.7954286496991,5.77099235546382,0.665390330110199,50.0338098025665,0.414262930606315,1
2.90995807530178,11.8403294556391,11.8403294556391,4.57705834781369,0.652965493009364,54.6763617499557,0.634439081883731,1
2.96822580339418,11.8210780846762,11.8210780846762,4.50279758518278,0.652682016033309,54.7915379150823,0.633243436812186,1
3.30656740037198,11.6779760960235,11.6779760960235,4.02009985361451,0.649303656269604,55.6422792722144,0.555518600306292,1
2.4870573966999,11.8974379774137,11.8974379774137,5.37978206372173,0.663653408395029,52.9842549004697,0.605683596923154,1
2.64740337088388,11.7855141211912,11.7855141211912,4.97590403293333,0.662005529285422,54.1550252406061,0.631362996312818,1
2.07307982025222,11.6880296199825,11.6880296199825,5.88513188621317,0.676142973632951,50,0.382699374236415,1
7.35989213500029,10.8348315084864,10.8348315084864,1.17059385491087,0.568186541287277,59.4512921711617,0,1
2.7003409686997,11.7752618371503,11.7752618371503,4.91516666591903,0.663620712177204,54.1549103413621,0.605962617612204,1
7.65557266773687,10.8399303575426,10.8399303575426,1.12886341265726,0.568756768478447,59.5118622986006,0,1
7.90785993482623,10.8661240152394,10.8661240152394,1.09160098155007,0.560168712286075,59.1363527757147,0.017733344622587,1
3.06848842125491,11.7016017687328,11.7016017687328,4.41419644531078,0.657122476519035,55.6086595000099,0.603044504607181,1
2.49506161444398,11.8856804709896,11.8856804709896,5.36010643712895,0.663555412986481,53.0657181561181,0.605480043296006,1
3.28484939967048,11.6473836465881,11.6473836465881,4.0405867804642,0.650307256112344,55.6396249885249,0.542892500695508,1
2.55912274806383,11.8027385679366,11.8027385679366,5.12733522284581,0.664350463655915,53.7531364377561,0.624985127227291,1
7.83589630941672,10.8279718456926,10.8279718456926,1.43769024786135,0.54918316744424,56.7800035108138,0.000595734215226237,1
3.88289896362891,11.1546200300133,11.1546200300133,3.35511068243407,0.647820331359097,56.1404687432087,0.185083068965384,1
5.26818849970982,11.2990593849108,11.2990593849108,2.17527252532629,0.596466249000077,56.4417559343854,0.200624651749925,1
5.23329363897833,11.291374392829,11.291374392829,2.24942372897463,0.593452253701487,56.4073250696701,0.201043744175902,1
0.802513636363637,10.8304227272727,10.8304227272727,10.9443492424242,0.785398163397448,50.9832009338132,0,1
0.759315156417378,10.8685678219988,10.8685678219988,10.9831128936311,0.785398163397448,50.4318655064162,0.0554667065672571,1
89.341706,11.3900546666667,11.3900546666667,0,0,150,0,1
15.4753759155058,13.3266821711369,13.3266821711369,0.0893274034171231,0.474082898524979,69.6320581161526,0.793217591655832,2
15.6925777419197,13.3050362796102,13.3050362796102,0.0775388018462743,0.474750885129528,69.8304070367991,0.791461398097604,2
2.10469968624353,11.663582965134,11.663582965134,5.90826135939785,0.682528382161208,52.093107574463,0.50333165889047,2
12.2846978962398,11.8012589721435,11.8012589721435,0.176114886411293,0.522834947629073,66.290279718314,0.420000780561849,2
2.07735700884627,11.6412021954475,11.6412021954475,5.99675413513526,0.682776771340268,52.0839207823942,0.520499235868631,2
